web;title;library;url;size
"МБДОУ Кожильский д/с ""Колосок""";EditForm.aspx;;/blz/blz_ds_koj/url1/EditForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";DispForm.aspx;;/blz/blz_ds_koj/url1/DispForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";NewForm.aspx;;/blz/blz_ds_koj/url1/NewForm.aspx;0,012921636
"МБДОУ Кожильский д/с ""Колосок""";minimal.master;Коллекция главных страниц;/blz/blz_ds_koj/_catalogs/masterpage/minimal.master;0,008420203
"МБДОУ Кожильский д/с ""Колосок""";Selected.aspx;Элементы интерфейса ОУ;/blz/blz_ds_koj/DocLib/Forms/Selected.aspx;0,004380085
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Элементы интерфейса ОУ;/blz/blz_ds_koj/DocLib/Forms/AllItems.aspx;0,004380085
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Финансово-хозяйственная деятельность;/blz/blz_ds_koj/fin/Forms/AllItems.aspx;0,004380085
"МБДОУ Кожильский д/с ""Колосок""";Selected.aspx;Финансово-хозяйственная деятельность;/blz/blz_ds_koj/fin/Forms/Selected.aspx;0,004380085
"МБДОУ Кожильский д/с ""Колосок""";Slidshow.aspx;Элементы интерфейса ОУ;/blz/blz_ds_koj/DocLib/Forms/Slidshow.aspx;0,003886988
"МБДОУ Кожильский д/с ""Колосок""";Slidshow.aspx;Финансово-хозяйственная деятельность;/blz/blz_ds_koj/fin/Forms/Slidshow.aspx;0,003886988
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;pages;/blz/blz_ds_koj/pages/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;Основные сведения;/blz/blz_ds_koj/DocLib6/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;Страницы администратора;/blz/blz_ds_koj/adminpages/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;Государственные и муниципальные услуги;/blz/blz_ds_koj/DocLib4/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;Стипендии и иные виды материальной  поддержки;/blz/blz_ds_koj/DocLib9/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;Общие документы;/blz/blz_ds_koj/commondocs/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;Платные услуги;/blz/blz_ds_koj/DocLib1/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;Копии документов;/blz/blz_ds_koj/DocLib15/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;Информация о приеме в детский сад;/blz/blz_ds_koj/DocLib14/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;temp;/blz/blz_ds_koj/temp/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;контакты1;/blz/blz_ds_koj/1/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;Образовательные стандарты;/blz/blz_ds_koj/DocLib8/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;Образовательные программы и учебные планы;/blz/blz_ds_koj/DocLib2/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;Локальные нормативные акты;/blz/blz_ds_koj/DocLib13/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;Отчеты;/blz/blz_ds_koj/reports/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;Дневник;/blz/blz_ds_koj/Lists/journal/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;Вакантные места для приема (перевода);/blz/blz_ds_koj/DocLib10/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;Предписания и отчеты;/blz/blz_ds_koj/DocLib12/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;Отчеты о ФХД;/blz/blz_ds_koj/DocLib11/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;педагогический коллектив;/blz/blz_ds_koj/DocLib5/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;Структура и органы управления образовательной организацией;/blz/blz_ds_koj/DocLib7/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;образовательные программы учебных дисциплин;/blz/blz_ds_koj/DocLib16/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;МТО образовательной деятельности;/blz/blz_ds_koj/DocLib3/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";repair.aspx;Публичные доклады;/blz/blz_ds_koj/publ_doc/Forms/repair.aspx;0,003766603
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;pages;/blz/blz_ds_koj/pages/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;pages;/blz/blz_ds_koj/pages/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;pages;/blz/blz_ds_koj/pages/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Основные сведения;/blz/blz_ds_koj/DocLib6/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;Основные сведения;/blz/blz_ds_koj/DocLib6/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;Основные сведения;/blz/blz_ds_koj/DocLib6/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;Страницы администратора;/blz/blz_ds_koj/adminpages/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;Страницы администратора;/blz/blz_ds_koj/adminpages/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Страницы администратора;/blz/blz_ds_koj/adminpages/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Государственные и муниципальные услуги;/blz/blz_ds_koj/DocLib4/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;Государственные и муниципальные услуги;/blz/blz_ds_koj/DocLib4/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;Государственные и муниципальные услуги;/blz/blz_ds_koj/DocLib4/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;Стипендии и иные виды материальной  поддержки;/blz/blz_ds_koj/DocLib9/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Стипендии и иные виды материальной  поддержки;/blz/blz_ds_koj/DocLib9/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;Стипендии и иные виды материальной  поддержки;/blz/blz_ds_koj/DocLib9/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;Общие документы;/blz/blz_ds_koj/commondocs/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;Общие документы;/blz/blz_ds_koj/commondocs/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Общие документы;/blz/blz_ds_koj/commondocs/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;Платные услуги;/blz/blz_ds_koj/DocLib1/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Платные услуги;/blz/blz_ds_koj/DocLib1/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;Платные услуги;/blz/blz_ds_koj/DocLib1/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;Копии документов;/blz/blz_ds_koj/DocLib15/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;Копии документов;/blz/blz_ds_koj/DocLib15/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Копии документов;/blz/blz_ds_koj/DocLib15/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;;/blz/blz_ds_koj/url3/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Информация о приеме в детский сад;/blz/blz_ds_koj/DocLib14/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;Информация о приеме в детский сад;/blz/blz_ds_koj/DocLib14/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;Информация о приеме в детский сад;/blz/blz_ds_koj/DocLib14/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;temp;/blz/blz_ds_koj/temp/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;temp;/blz/blz_ds_koj/temp/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;temp;/blz/blz_ds_koj/temp/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;контакты1;/blz/blz_ds_koj/1/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;контакты1;/blz/blz_ds_koj/1/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;контакты1;/blz/blz_ds_koj/1/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;Образовательные стандарты;/blz/blz_ds_koj/DocLib8/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Образовательные стандарты;/blz/blz_ds_koj/DocLib8/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;Образовательные стандарты;/blz/blz_ds_koj/DocLib8/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;Образовательные программы и учебные планы;/blz/blz_ds_koj/DocLib2/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Образовательные программы и учебные планы;/blz/blz_ds_koj/DocLib2/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;Образовательные программы и учебные планы;/blz/blz_ds_koj/DocLib2/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";view.aspx;Образовательные программы и учебные планы;/blz/blz_ds_koj/DocLib2/Forms/view.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Локальные нормативные акты;/blz/blz_ds_koj/DocLib13/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;Локальные нормативные акты;/blz/blz_ds_koj/DocLib13/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;Локальные нормативные акты;/blz/blz_ds_koj/DocLib13/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;Отчеты;/blz/blz_ds_koj/reports/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;Отчеты;/blz/blz_ds_koj/reports/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Отчеты;/blz/blz_ds_koj/reports/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;;/blz/blz_ds_koj/Lists/List/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;;/blz/blz_ds_koj/Lists/eor/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";MyItems.aspx;;/blz/blz_ds_koj/Lists/rates/MyItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";duetoday.aspx;;/blz/blz_ds_koj/Lists/rates/duetoday.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;;/blz/blz_ds_koj/Lists/rates/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";MyGrTsks.aspx;;/blz/blz_ds_koj/Lists/rates/MyGrTsks.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";byowner.aspx;;/blz/blz_ds_koj/Lists/rates/byowner.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";active.aspx;;/blz/blz_ds_koj/Lists/rates/active.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;;/blz/blz_ds_koj/Lists/News/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;;/blz/blz_ds_koj/Lists/contacts/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;Дневник;/blz/blz_ds_koj/Lists/journal/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Дневник;/blz/blz_ds_koj/Lists/journal/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;Дневник;/blz/blz_ds_koj/Lists/journal/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;;/blz/blz_ds_koj/Lists/List1/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";MyItems.aspx;;/blz/blz_ds_koj/Lists/List1/MyItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";calendar.aspx;;/blz/blz_ds_koj/Lists/List1/calendar.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";MyItems.aspx;;/blz/blz_ds_koj/Lists/requests/MyItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";byowner.aspx;;/blz/blz_ds_koj/Lists/requests/byowner.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;;/blz/blz_ds_koj/Lists/requests/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";MyGrTsks.aspx;;/blz/blz_ds_koj/Lists/requests/MyGrTsks.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";active.aspx;;/blz/blz_ds_koj/Lists/requests/active.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";duetoday.aspx;;/blz/blz_ds_koj/Lists/requests/duetoday.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;;/blz/blz_ds_koj/Lists/mto/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;;/blz/blz_ds_koj/Lists/osn_edu/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;;/blz/blz_ds_koj/Lists/about/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;;/blz/blz_ds_koj/Lists/dnevnik/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Вакантные места для приема (перевода);/blz/blz_ds_koj/DocLib10/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;Вакантные места для приема (перевода);/blz/blz_ds_koj/DocLib10/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;Вакантные места для приема (перевода);/blz/blz_ds_koj/DocLib10/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Коллекция главных страниц;/blz/blz_ds_koj/_catalogs/masterpage/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;Предписания и отчеты;/blz/blz_ds_koj/DocLib12/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;Предписания и отчеты;/blz/blz_ds_koj/DocLib12/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Предписания и отчеты;/blz/blz_ds_koj/DocLib12/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;Отчеты о ФХД;/blz/blz_ds_koj/DocLib11/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Отчеты о ФХД;/blz/blz_ds_koj/DocLib11/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;Отчеты о ФХД;/blz/blz_ds_koj/DocLib11/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;педагогический коллектив;/blz/blz_ds_koj/DocLib5/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;педагогический коллектив;/blz/blz_ds_koj/DocLib5/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;педагогический коллектив;/blz/blz_ds_koj/DocLib5/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;Структура и органы управления образовательной организацией;/blz/blz_ds_koj/DocLib7/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Структура и органы управления образовательной организацией;/blz/blz_ds_koj/DocLib7/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;Структура и органы управления образовательной организацией;/blz/blz_ds_koj/DocLib7/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;образовательные программы учебных дисциплин;/blz/blz_ds_koj/DocLib16/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;образовательные программы учебных дисциплин;/blz/blz_ds_koj/DocLib16/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;образовательные программы учебных дисциплин;/blz/blz_ds_koj/DocLib16/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;;/blz/blz_ds_koj/url4/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;МТО образовательной деятельности;/blz/blz_ds_koj/DocLib3/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;МТО образовательной деятельности;/blz/blz_ds_koj/DocLib3/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;МТО образовательной деятельности;/blz/blz_ds_koj/DocLib3/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;;/blz/blz_ds_koj/url2/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Thumbnails.aspx;Публичные доклады;/blz/blz_ds_koj/publ_doc/Forms/Thumbnails.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";Combine.aspx;Публичные доклады;/blz/blz_ds_koj/publ_doc/Forms/Combine.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;Публичные доклады;/blz/blz_ds_koj/publ_doc/Forms/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";AllItems.aspx;;/blz/blz_ds_koj/url1/AllItems.aspx;0,003245578
"МБДОУ Кожильский д/с ""Колосок""";default.aspx;;/blz/blz_ds_koj/m/default.aspx;0,001223111
